klasifikasi_kode_l6,kode_barang,nama_barang,nibar,nomor_register,spesifikasi_nama_barang,merk_tipe,jumlah,satuan,tahun_perolehan,keterangan
1.3.2.05.01.04,004,Rak Kayu,120135711700000000000020091320501040040000001,120135711700000000000020091320501040040000001,Rak Kayu,Merk: RAK KAYU - - RAK KAYU ,1,unit,2009-12-31 00:00:00,08020010012000173
1.3.2.05.01.04,004,Rak Kayu,120135711700000000000020091320501040040000002,120135711700000000000020091320501040040000002,Rak Kayu,Merk: RAK KAYU - - RAK KAYU ,1,unit,2009-12-31 00:00:00,08020010012000174
1.3.2.05.01.04,004,Rak Kayu,120135711700000000000020091320501040040000003,120135711700000000000020091320501040040000003,Rak Kayu,Merk: RAK KAYU - - RAK KAYU ,1,unit,2009-12-31 00:00:00,08020010012000175
1.3.2.05.01.04,004,Rak Kayu,120135711700000000000020091320501040040000004,120135711700000000000020091320501040040000004,Rak Kayu,Merk: RAK KAYU - - RAK KAYU ,1,unit,2009-12-31 00:00:00,08020010012000176
1.3.2.05.01.04,004,Rak Kayu,120135711700000000000020091320501040040000005,120135711700000000000020091320501040040000005,Rak Kayu,Merk: RAK MAJALAH GANTUNG - - RAK MAJALAH ,1,unit,2009-12-31 00:00:00,08020010012000177
1.3.2.05.01.04,004,Rak Kayu,120135711700000000000020091320501040040000006,120135711700000000000020091320501040040000006,Rak Kayu,Merk: RAK BUKU KECIL - - RAK BUKU ,1,unit,2009-12-31 00:00:00,08020010012000178
1.3.2.05.01.04,004,Rak Kayu,120135711700000000000020091320501040040000007,120135711700000000000020091320501040040000007,Rak Kayu,Merk: RAK BUKU KECIL - - RAK BUKU ,1,unit,2009-12-31 00:00:00,08020010012000179
1.3.2.05.01.04,004,Rak Kayu,120135711700000000000020091320501040040000008,120135711700000000000020091320501040040000008,Rak Kayu,Merk: RAK BUKU KECIL - - RAK BUKU ,1,unit,2009-12-31 00:00:00,08020010012000180
1.3.2.05.01.04,004,Rak Kayu,120135711700000000000020091320501040040000009,120135711700000000000020091320501040040000009,Rak Kayu,Merk: RAK BUKU KECIL - - RAK BUKU ,1,unit,2009-12-31 00:00:00,08020010012000181
1.3.2.05.01.04,004,Rak Kayu,120135711700000000000020121320501040040000001,120135711700000000000020121320501040040000001,Rak Kayu,Merk: Rakuda Rak cafe ,1,unit,2012-11-23 00:00:00,08020010012000102
1.3.2.05.01.04,004,Rak Kayu,120135711700000000000020221320501040040000001,120135711700000000000020221320501040040000001,RAK BUKU PERPUSTAKAAN,Merk: NO MERK Tipe: NO TYPE,1,Buah,2022-12-31 00:00:00,CATAT BARU
1.3.2.05.01.04,004,Rak Kayu,120135711700000000000020221320501040040000002,120135711700000000000020221320501040040000002,RAK BUKU PERPUSTAKAAN,Merk: NO MERK Tipe: NO TYPE,1,Buah,2022-12-31 00:00:00,CATAT BARU
1.3.2.05.01.04,004,Rak Kayu,120135711700000000000020221320501040040000003,120135711700000000000020221320501040040000003,RAK BUKU PERPUSTAKAAN,Merk: NO MERK Tipe: NO TYPE,1,Buah,2022-12-31 00:00:00,CATAT BARU
1.3.2.05.01.04,004,Rak Kayu,120135711700000000000020221320501040040000004,120135711700000000000020221320501040040000004,RAK BUKU PERPUSTAKAAN,Merk: NO MERK Tipe: NO TYPE,1,Buah,2022-12-31 00:00:00,CATAT BARU
1.3.2.05.01.04,004,Rak Kayu,120135711700000000000020241320501040040000001,120135711700000000000020241320501040040000001,Rak Kayu,Merk: Rak Kayu Tipe: No type,1,Buah,2024-12-13 00:00:00,
1.3.2.05.01.04,004,Rak Kayu,120135711700000000000020241320501040040000002,120135711700000000000020241320501040040000002,Rak Kayu,Merk: Rak Kayu Tipe: No type,1,Buah,2024-12-13 00:00:00,
1.3.2.05.01.04,004,Rak Kayu,120135711700000000000020241320501040040000003,120135711700000000000020241320501040040000003,Rak Kayu,Merk: Rak kayu Tipe: No type,1,Buah,2024-12-16 00:00:00,
1.3.2.05.01.04,005,Filing Cabinet Besi,120135711700000000000020081320501040050000001,120135711700000000000020081320501040050000001,Filing Cabinet Besi,Merk: VIP FILING CABINET ,1,unit,2008-12-31 00:00:00,08020010012000103
1.3.2.05.01.04,005,Filing Cabinet Besi,120135711700000000000020081320501040050000002,120135711700000000000020081320501040050000002,Filing Cabinet Besi,Merk: VIP FILING CABINET ,1,unit,2008-12-31 00:00:00,08020010012000104
1.3.2.05.01.04,005,Filing Cabinet Besi,120135711700000000000020081320501040050000003,120135711700000000000020081320501040050000003,Filing Cabinet Besi,Merk: VIP FILING CABINET ,1,unit,2008-12-31 00:00:00,08020010012000105
1.3.2.05.01.04,005,Filing Cabinet Besi,120135711700000000000020091320501040050000001,120135711700000000000020091320501040050000001,Filing Cabinet Besi,Merk: FILLING BESI/METAL - VIP V304 ,1,unit,2009-12-31 00:00:00,08020010012000106
1.3.2.05.01.04,005,Filing Cabinet Besi,120135711700000000000020091320501040050000002,120135711700000000000020091320501040050000002,Filing Cabinet Besi,Merk: FILLING BESI/METAL - VIP V304 ,1,unit,2009-12-31 00:00:00,08020010012000107
1.3.2.05.01.04,005,Filing Cabinet Besi,120135711700000000000020091320501040050000003,120135711700000000000020091320501040050000003,Filing Cabinet Besi,Merk: FILLING BESI/METAL - VIP V304 ,1,unit,2009-12-31 00:00:00,08020010012000108
1.3.2.05.01.04,005,Filing Cabinet Besi,120135711700000000000020091320501040050000004,120135711700000000000020091320501040050000004,Filing Cabinet Besi,Merk: FILLING BESI/METAL - VIP V304 ,1,unit,2009-12-31 00:00:00,08020010012000109
1.3.2.05.01.04,005,Filing Cabinet Besi,120135711700000000000020121320501040050000001,120135711700000000000020121320501040050000001,Filing Cabinet Besi,Merk: Top Filing Cabinet Besi ,1,unit,2012-03-13 00:00:00,08020010012000110
1.3.2.05.01.04,005,Filing Cabinet Besi,120135711700000000000020131320501040050000001,120135711700000000000020131320501040050000001,Filing Cabinet Besi,Merk: Brother FILING CABINET ,1,unit,2013-05-13 00:00:00,08020010012000111
1.3.2.05.01.04,005,Filing Cabinet Besi,120135711700000000000020131320501040050000002,120135711700000000000020131320501040050000002,Filing Cabinet Besi,Merk: Brother FILING CABINET ,1,unit,2013-05-13 00:00:00,08020010012000112
1.3.2.05.01.04,005,Filing Cabinet Besi,120135711700000000000020131320501040050000003,120135711700000000000020131320501040050000003,Filing Cabinet Besi,Merk: Brother FILING CABINET ,1,unit,2013-05-13 00:00:00,08020010012000113
1.3.2.05.01.04,005,Filing Cabinet Besi,120135711700000000000020131320501040050000004,120135711700000000000020131320501040050000004,Filing Cabinet Besi,Merk: Brother FILING CABINET ,1,unit,2013-05-13 00:00:00,08020010012000114
1.3.2.05.01.04,005,Filing Cabinet Besi,120135711700000000000020171320501040050000001,120135711700000000000020171320501040050000001,Filing Cabinet Besi,Merk: Data file FILLING CABINET ,1,unit,2017-05-30 00:00:00,08020010012000570
1.3.2.05.01.04,005,Filing Cabinet Besi,120135711700000000000020171320501040050000002,120135711700000000000020171320501040050000002,Filing Cabinet Besi,Merk: Data file FILLING CABINET ,1,unit,2017-05-30 00:00:00,08020010012000571
1.3.2.05.01.04,005,Filing Cabinet Besi,120135711700000000000020191320501040050000001,120135711700000000000020191320501040050000001,Filing Cabinet Besi,Merk: BROTHER FILING CABINET ,1,unit,2019-04-30 00:00:00,08020010012000627
1.3.2.05.01.04,006,Filing Cabinet Kayu,120135711700000000000020241320501040060000001,120135711700000000000020241320501040060000001,Filing Cabinet Kayu,Merk: Filing Cabinet Kayu Tipe: No type,1,Buah,2024-12-16 00:00:00,
1.3.2.05.01.04,007,Brandkas,120135711700000000000020161320501040070000001,120135711700000000000020161320501040070000001,Brandkas,Merk: NASIONAL A3 ,1,unit,2016-04-18 00:00:00,08020010012000503
1.3.2.05.01.04,015,Locker,120135711700000000000020251320501040150000001,120135711700000000000020251320501040150000001,Loker,Merk: Brother Tipe: -,1,unit,2025-12-03 00:00:00,BM 2025
1.3.2.05.01.04,015,Locker,120135711700000000000020251320501040150000002,120135711700000000000020251320501040150000002,Loker,Merk: Brother Tipe: -,1,unit,2025-12-03 00:00:00,BM 2025
1.3.2.05.01.04,999,Alat Penyimpanan Perlengkapan Kantor Lain-Lain,120135711700000000000020221320501049990000001,120135711700000000000020221320501049990000001,Alat Penyimpanan Perlengkapan Kantor Lain-Lain,Merk: ROLL OPACK MOBILE FILE DATA ,1,unit,2022-05-23 00:00:00,08020010012000860
1.3.2.05.01.05,002,CCTV - Camera Control Television System,120135711700000000000020241320501050020000001,120135711700000000000020241320501050020000001,CCTV,Merk: IP Camera  Tipe: 2 MP Outdor,1,Paket,2024-12-13 00:00:00,
1.3.2.05.01.05,003,Papan Visual/Papan Nama,120135711700000000000020241320501050030000001,120135711700000000000020241320501050030000001,Neonbox ,Merk: Neonbox  Tipe: No type,1,Buah,2024-12-13 00:00:00,
1.3.2.05.01.05,003,Papan Visual/Papan Nama,120135711700000000000020241320501050030000002,120135711700000000000020241320501050030000002,Neonbox ,Merk: Neonbox  Tipe: No type,1,Buah,2024-12-13 00:00:00,
1.3.2.05.01.05,003,Papan Visual/Papan Nama,120135711700000000000020241320501050030000003,120135711700000000000020241320501050030000003,Papan Visual/Papan Nama,Merk: Papan Visual/Papan Nama Tipe: No type,1,Buah,2024-12-16 00:00:00,
1.3.2.05.01.05,005,White Board,120135711700000000000020081320501050050000001,120135711700000000000020081320501050050000001,White Board,Merk: PARTISI PENYEKAT RUANG ANAK - - PENYEKAT RUANG ANAK ,1,unit,2008-12-31 00:00:00,08020010012000117
1.3.2.05.01.05,005,White Board,120135711700000000000020081320501050050000002,120135711700000000000020081320501050050000002,White Board,Merk: PARTISI PENYEKAT RUANG ANAK - - PENYEKAT RUANG ANAK ,1,unit,2008-12-31 00:00:00,08020010012000118
1.3.2.05.01.05,005,White Board,120135711700000000000020081320501050050000003,120135711700000000000020081320501050050000003,White Board,Merk: PARTISI PENYEKAT RUANG ANAK - - PENYEKAT RUANG ANAK ,1,unit,2008-12-31 00:00:00,08020010012000119
1.3.2.05.01.05,005,White Board,120135711700000000000020081320501050050000004,120135711700000000000020081320501050050000004,White Board,Merk: PARTISI PENYEKAT RUANG ANAK - - PENYEKAT RUANG ANAK ,1,unit,2008-12-31 00:00:00,08020010012000120
1.3.2.05.01.05,005,White Board,120135711700000000000020081320501050050000005,120135711700000000000020081320501050050000005,White Board,Merk: PARTISI PENYEKAT RUANG ANAK - - PENYEKAT RUANG ANAK ,1,unit,2008-12-31 00:00:00,08020010012000121
1.3.2.05.01.05,005,White Board,120135711700000000000020081320501050050000006,120135711700000000000020081320501050050000006,White Board,Merk: PARTISI PENYEKAT RUANG ANAK - - PENYEKAT RUANG ANAK ,1,unit,2008-12-31 00:00:00,08020010012000122
1.3.2.05.01.05,005,White Board,120135711700000000000020081320501050050000007,120135711700000000000020081320501050050000007,White Board,Merk: PARTISI PENYEKAT RUANG ANAK - - PENYEKAT RUANG ANAK ,1,unit,2008-12-31 00:00:00,08020010012000123
1.3.2.05.01.05,005,White Board,120135711700000000000020091320501050050000001,120135711700000000000020091320501050050000001,White Board,Merk: WHITE BOARD - FANTASI WHITE BOARD ,1,unit,2009-12-31 00:00:00,08020010012000125
1.3.2.05.01.05,010,Alat Penghancur Kertas,120135711700000000000020201320501050100000001,120135711700000000000020201320501050100000001,Alat Penghancur Kertas,Merk: IDEAL 3104CC ,1,unit,2020-12-31 00:00:00,08020010012000821
1.3.2.05.01.05,012,Mesin Absensi,120135711700000000000020241320501050120000001,120135711700000000000020241320501050120000001,Mesin Absensi ,Merk: BIOFINGER Tipe: AF-201,1,unit,2024-12-13 00:00:00,
1.3.2.05.01.05,039,Mesin Laminating,120135711700000000000020211320501050390000001,120135711700000000000020211320501050390000001,Mesin Laminating,Merk: JOYKO Laminating F4 ,1,unit,2021-12-17 00:00:00,08020010012000857
1.3.2.05.01.05,999,Alat Kantor Lainnya Lain-Lain,120135711700000000000020161320501059990000001,120135711700000000000020161320501059990000001,Alat Kantor Lainnya Lain-Lain,Merk: CANON SX410 ,1,unit,2016-04-18 00:00:00,08020010012000504
1.3.2.05.01.05,999,Alat Kantor Lainnya Lain-Lain,120135711700000000000020161320501059990000002,120135711700000000000020161320501059990000002,Alat Kantor Lainnya Lain-Lain,Merk: SHIMIZU POMPA AIR ,1,unit,2016-12-16 00:00:00,08020010012000548
1.3.2.05.01.05,999,Alat Kantor Lainnya Lain-Lain,120135711700000000000020201320501059990000001,120135711700000000000020201320501059990000001,Alat Kantor Lainnya Lain-Lain,Merk: Staples besar MAX HD 12L/17 ,1,unit,2020-11-25 00:00:00,08020010012000828
1.3.2.05.01.05,999,Alat Kantor Lainnya Lain-Lain,120135711700000000000020201320501059990000002,120135711700000000000020201320501059990000002,Alat Kantor Lainnya Lain-Lain,Merk: Mesin Press SFS ,1,unit,2020-11-25 00:00:00,08020010012000829
1.3.2.05.01.05,999,Alat Kantor Lainnya Lain-Lain,120135711700000000000020201320501059990000003,120135711700000000000020201320501059990000003,Alat Kantor Lainnya Lain-Lain,Merk: HAND TRUK LIPAT (TROLI) HTL PVC 300 KG ,1,unit,2020-12-30 00:00:00,08020010012000820
1.3.2.05.01.05,999,Alat Kantor Lainnya Lain-Lain,120135711700000000000020211320501059990000001,120135711700000000000020211320501059990000001,Alat Kantor Lainnya Lain-Lain,Merk: epson l3210 ,1,unit,2021-12-17 00:00:00,08020010012000858
1.3.2.05.01.05,999,Alat Kantor Lainnya Lain-Lain,120135711700000000000020211320501059990000002,120135711700000000000020211320501059990000002,Alat Kantor Lainnya Lain-Lain,Merk: epson l3210 ,1,unit,2021-12-17 00:00:00,08020010012000859
1.3.2.05.01.05,999,Alat Kantor Lainnya Lain-Lain,120135711700000000000020211320501059990000003,120135711700000000000020211320501059990000003,Alat Kantor Lainnya Lain-Lain,Merk: Printer Epson L3110 ,1,unit,2021-08-03 00:00:00,08020010012000843
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020081320502010020000001,120135711700000000000020081320502010020000001,Meja Kerja Kayu,Merk: MEJA BACA PERPUSTAKAAN - - MEJA BACA ,1,unit,2008-12-31 00:00:00,08020010012000182
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020081320502010020000002,120135711700000000000020081320502010020000002,Meja Kerja Kayu,Merk: MEJA BACA PERPUSTAKAAN - - MEJA BACA ,1,unit,2008-12-31 00:00:00,08020010012000183
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020081320502010020000003,120135711700000000000020081320502010020000003,Meja Kerja Kayu,Merk: MEJA BACA PERPUSTAKAAN - - MEJA BACA ,1,unit,2008-12-31 00:00:00,08020010012000184
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020081320502010020000004,120135711700000000000020081320502010020000004,Meja Kerja Kayu,Merk: MEJA BACA PERPUSTAKAAN - - MEJA BACA ,1,unit,2008-12-31 00:00:00,08020010012000185
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020081320502010020000005,120135711700000000000020081320502010020000005,Meja Kerja Kayu,Merk: MEJA BACA PERPUSTAKAAN - - MEJA BACA ,1,unit,2008-12-31 00:00:00,08020010012000186
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020081320502010020000006,120135711700000000000020081320502010020000006,Meja Kerja Kayu,Merk: MEJA BACA PERPUSTAKAAN - - MEJA BACA ,1,unit,2008-12-31 00:00:00,08020010012000187
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020081320502010020000007,120135711700000000000020081320502010020000007,Meja Kerja Kayu,Merk: MEJA BACA PERPUSTAKAAN - - MEJA BACA ,1,unit,2008-12-31 00:00:00,08020010012000188
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020081320502010020000008,120135711700000000000020081320502010020000008,Meja Kerja Kayu,Merk: MEJA BACA PERPUSTAKAAN - - MEJA BACA ,1,unit,2008-12-31 00:00:00,08020010012000189
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020081320502010020000009,120135711700000000000020081320502010020000009,Meja Kerja Kayu,Merk: MEJA BACA PERPUSTAKAAN - - MEJA BACA ,1,unit,2008-12-31 00:00:00,08020010012000190
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020081320502010020000010,120135711700000000000020081320502010020000010,Meja Kerja Kayu,Merk: MEJA BACA PERPUSTAKAAN - - MEJA BACA ,1,unit,2008-12-31 00:00:00,08020010012000191
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020091320502010020000001,120135711700000000000020091320502010020000001,Meja Kerja Kayu,Merk: MEJA PERPUSTAKAAN - - MEJA PERPUSTAKAAN ,1,unit,2009-12-31 00:00:00,08020010012000196
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020091320502010020000002,120135711700000000000020091320502010020000002,Meja Kerja Kayu,Merk: MEJA PERPUSTAKAAN - - MEJA PERPUSTAKAAN ,1,unit,2009-12-31 00:00:00,08020010012000197
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020091320502010020000003,120135711700000000000020091320502010020000003,Meja Kerja Kayu,Merk: MEJA PERPUSTAKAAN - - MEJA PERPUSTAKAAN ,1,unit,2009-12-31 00:00:00,08020010012000198
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020121320502010020000001,120135711700000000000020121320502010020000001,Meja Kerja Kayu,Merk: Meja Baca Perpustakaan MEJA BACA ,1,unit,2012-03-13 00:00:00,08020010012000199
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020121320502010020000002,120135711700000000000020121320502010020000002,Meja Kerja Kayu,Merk: Meja Baca Perpustakaan MEJA BACA ,1,unit,2012-03-13 00:00:00,08020010012000200
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020121320502010020000003,120135711700000000000020121320502010020000003,Meja Kerja Kayu,Merk: Meja Pelayanan Perpustakaan MEJA BACA ,1,unit,2012-03-13 00:00:00,08020010012000201
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020191320502010020000001,120135711700000000000020191320502010020000001,Meja Kerja Kayu,Merk: MEJA KUBIKAL DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000635
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020191320502010020000002,120135711700000000000020191320502010020000002,Meja Kerja Kayu,Merk: MEJA KUBIKAL DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000636
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020191320502010020000003,120135711700000000000020191320502010020000003,Meja Kerja Kayu,Merk: MEJA KUBIKAL DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000637
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020191320502010020000004,120135711700000000000020191320502010020000004,Meja Kerja Kayu,Merk: MEJA KUBIKAL DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000638
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020191320502010020000005,120135711700000000000020191320502010020000005,Meja Kerja Kayu,Merk: MEJA KUBIKAL DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000639
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020191320502010020000006,120135711700000000000020191320502010020000006,Meja Kerja Kayu,Merk: MEJA KUBIKAL DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000640
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020191320502010020000007,120135711700000000000020191320502010020000007,Meja Kerja Kayu,Merk: MEJA KUBIKAL DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000641
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020191320502010020000008,120135711700000000000020191320502010020000008,Meja Kerja Kayu,Merk: MEJA KUBIKAL DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000642
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020191320502010020000009,120135711700000000000020191320502010020000009,Meja Kerja Kayu,Merk: MEJA KUBIKAL DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000643
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020191320502010020000010,120135711700000000000020191320502010020000010,Meja Kerja Kayu,Merk: MEJA KUBIKAL DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000644
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020191320502010020000011,120135711700000000000020191320502010020000011,Meja Kerja Kayu,Merk: MEJA KUBIKAL DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000645
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020191320502010020000012,120135711700000000000020191320502010020000012,Meja Kerja Kayu,Merk: MEJA KUBIKAL DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000646
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020191320502010020000013,120135711700000000000020191320502010020000013,Meja Kerja Kayu,Merk: MEJA RESEPSIONIS DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000647
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020191320502010020000014,120135711700000000000020191320502010020000014,Meja Kerja Kayu,Merk: MEJA RESEPSIONIS DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000648
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020191320502010020000015,120135711700000000000020191320502010020000015,Meja Kerja Kayu,Merk: MEJA GURU DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000649
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020191320502010020000016,120135711700000000000020191320502010020000016,Meja Kerja Kayu,Merk: MEJA GURU DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000650
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020191320502010020000017,120135711700000000000020191320502010020000017,Meja Kerja Kayu,Merk: MEJA GURU DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000651
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020191320502010020000018,120135711700000000000020191320502010020000018,Meja Kerja Kayu,Merk: MEJA GURU DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000652
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020191320502010020000019,120135711700000000000020191320502010020000019,Meja Kerja Kayu,Merk: MEJA GURU DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000653
1.3.2.05.02.01,002,Meja Kerja Kayu,120135711700000000000020191320502010020000020,120135711700000000000020191320502010020000020,Meja Kerja Kayu,Merk: MEJA GURU DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000654
1.3.2.05.02.01,008,Meja Rapat,120135711700000000000020241320502010080000001,120135711700000000000020241320502010080000001,Meja rapat,Merk: INDACHI  Tipe: No type,1,Buah,2024-12-13 00:00:00,
1.3.2.05.02.01,014,Meja Resepsionis,120135711700000000000020121320502010140000001,120135711700000000000020121320502010140000001,Meja Resepsionis,Merk: Rakuda MEJA ,1,unit,2012-11-23 00:00:00,08020010012000245
1.3.2.05.02.01,014,Meja Resepsionis,120135711700000000000020161320502010140000001,120135711700000000000020161320502010140000001,Meja Resepsionis,Merk: OUMA T100-6 ,1,unit,2016-09-06 00:00:00,08020010012000549
1.3.2.05.02.01,017,Meja Panjang,120135711700000000000020161320502010170000001,120135711700000000000020161320502010170000001,Meja Panjang,Merk: Meja Marmer Meja ,1,unit,2016-11-11 00:00:00,08020010012000538
1.3.2.05.02.01,017,Meja Panjang,120135711700000000000020161320502010170000002,120135711700000000000020161320502010170000002,Meja Panjang,Merk: Meja Marmer Meja ,1,unit,2016-11-11 00:00:00,08020010012000539
1.3.2.05.02.01,017,Meja Panjang,120135711700000000000020161320502010170000003,120135711700000000000020161320502010170000003,Meja Panjang,Merk: Meja Marmer Meja ,1,unit,2016-11-11 00:00:00,08020010012000540
1.3.2.05.02.01,017,Meja Panjang,120135711700000000000020161320502010170000004,120135711700000000000020161320502010170000004,Meja Panjang,Merk: Meja Marmer Meja ,1,unit,2016-11-11 00:00:00,08020010012000541
1.3.2.05.02.01,017,Meja Panjang,120135711700000000000020161320502010170000005,120135711700000000000020161320502010170000005,Meja Panjang,Merk: Meja Marmer Meja ,1,unit,2016-11-11 00:00:00,08020010012000542
1.3.2.05.02.01,017,Meja Panjang,120135711700000000000020161320502010170000006,120135711700000000000020161320502010170000006,Meja Panjang,Merk: Meja Marmer Meja ,1,unit,2016-11-11 00:00:00,08020010012000543
1.3.2.05.02.01,017,Meja Panjang,120135711700000000000020161320502010170000007,120135711700000000000020161320502010170000007,Meja Panjang,Merk: Meja Marmer Meja ,1,unit,2016-11-11 00:00:00,08020010012000544
1.3.2.05.02.01,017,Meja Panjang,120135711700000000000020161320502010170000008,120135711700000000000020161320502010170000008,Meja Panjang,Merk: Meja Marmer Meja ,1,unit,2016-11-11 00:00:00,08020010012000545
1.3.2.05.02.01,017,Meja Panjang,120135711700000000000020161320502010170000009,120135711700000000000020161320502010170000009,Meja Panjang,Merk: Meja Marmer Meja ,1,unit,2016-11-11 00:00:00,08020010012000546
1.3.2.05.02.01,017,Meja Panjang,120135711700000000000020161320502010170000010,120135711700000000000020161320502010170000010,Meja Panjang,Merk: Meja Marmer Meja ,1,unit,2016-11-11 00:00:00,08020010012000547
1.3.2.05.02.01,018,Meja Bundar,120135711700000000000020121320502010180000001,120135711700000000000020121320502010180000001,Meja Bundar,Merk: Rakuda MEJA ,1,unit,2012-11-23 00:00:00,08020010012000246
1.3.2.05.02.01,018,Meja Bundar,120135711700000000000020121320502010180000002,120135711700000000000020121320502010180000002,Meja Bundar,Merk: Rakuda MEJA ,1,unit,2012-11-23 00:00:00,08020010012000247
1.3.2.05.02.01,024,Meja 1/2 Biro,120135711700000000000020081320502010240000001,120135711700000000000020081320502010240000001,Meja 1/2 Biro,Merk: MEJA KERJA - - MEJA KERJA ,1,unit,2008-12-31 00:00:00,08020010012000242
1.3.2.05.02.01,024,Meja 1/2 Biro,120135711700000000000020081320502010240000002,120135711700000000000020081320502010240000002,Meja 1/2 Biro,Merk: MEJA KERJA - - MEJA KERJA ,1,unit,2008-12-31 00:00:00,08020010012000243
1.3.2.05.02.01,024,Meja 1/2 Biro,120135711700000000000020081320502010240000003,120135711700000000000020081320502010240000003,Meja 1/2 Biro,Merk: MEJA KERJA - - MEJA KERJA ,1,unit,2008-12-31 00:00:00,08020010012000244
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000001,120135711700000000000020191320502010300000001,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000655
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000002,120135711700000000000020191320502010300000002,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000656
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000003,120135711700000000000020191320502010300000003,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000657
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000004,120135711700000000000020191320502010300000004,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000658
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000005,120135711700000000000020191320502010300000005,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000659
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000006,120135711700000000000020191320502010300000006,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000660
